order_item_id,order_id,product_id,quantity,unit_price
152,94,95,1,2402.06
153,94,121,1,65603.08
154,94,61,3,4032.51
155,95,184,2,5089.2
156,96,281,4,6546.63
157,97,124,2,5363.66
158,97,286,2,1840.75
159,97,220,2,670.43
160,97,234,1,15097.47
161,98,19,2,9868.26
162,98,117,1,1906.63
163,99,147,1,16573.83
164,100,292,1,952.52
165,100,241,2,672.8
166,101,176,3,63355.19
167,101,256,1,1822.47
168,102,66,3,1417.19
169,102,47,2,5622.19
170,103,248,1,671.45
171,104,238,2,1626.26
172,104,145,1,542.45
173,105,96,1,52228.38
174,105,18,1,1584.81
175,105,43,1,1149.62
176,106,234,1,13466.78
177,106,185,1,2630.55
178,106,245,2,1175.8
179,107,16,1,5502.14
180,108,257,2,3779.7
181,108,166,1,59129.76
182,108,49,1,13144.72
183,108,288,3,1277.36
184,109,101,2,434.32
185,110,108,2,34309.07
186,110,238,1,1657.0
187,111,141,3,4250.79
188,112,229,1,49370.79
189,112,173,1,27932.69
190,112,266,2,3815.18
191,113,78,1,3699.48
192,113,165,1,7457.99
193,113,59,3,5950.67
194,114,94,1,1466.04
195,114,298,2,226.02
196,114,124,1,5476.58
197,115,211,1,3820.49
198,116,89,1,1524.38
199,116,12,1,31520.91
200,117,193,1,16845.76
201,118,66,2,1473.89
202,119,149,1,4220.5
203,119,230,1,4806.36
204,119,171,1,3996.41
205,120,17,1,271.8
206,120,202,1,24284.21
207,121,122,1,19514.23
208,121,72,2,5128.83
209,122,206,2,7455.02
210,123,269,1,6664.73
211,123,69,1,6183.26
212,124,15,1,70943.69
213,125,253,2,19955.44
214,126,74,1,19348.37
215,126,92,1,62874.59
216,126,38,2,1627.78
217,127,23,1,755.52
218,127,124,1,5676.73
219,128,181,1,15184.41
220,129,284,1,6069.76
221,130,142,1,12773.18
222,131,249,1,45538.35
223,132,278,1,1801.19
224,132,149,1,4574.18
225,132,167,1,25349.76
226,133,121,2,63210.17
227,134,230,1,4451.11
228,135,12,2,30132.06
229,136,283,3,1266.67
230,136,148,1,49152.03
231,137,38,2,1496.44
232,138,77,2,1333.91
233,139,165,2,7621.98
234,139,1,1,491.17
235,139,234,1,13283.16
236,140,254,1,13559.71
237,140,175,1,6578.1
238,141,217,1,3431.55
239,142,27,3,3219.82
240,142,282,2,890.75
241,142,123,1,4151.53
242,143,141,1,4012.83
243,143,82,1,4562.9
244,144,150,1,1640.17
245,144,8,1,3039.78
246,144,169,2,6559.92
247,145,84,3,23341.67
248,146,265,1,9410.38
249,147,57,1,43867.94
250,148,62,1,14998.13
251,149,193,3,18507.64
252,150,21,1,23336.6
253,151,197,1,1149.31
254,152,200,1,981.24
255,153,158,1,62887.22
256,154,153,1,5240.86
257,155,233,1,6086.12
258,155,178,1,13409.71
259,156,241,2,717.75
260,156,267,1,3226.35
261,156,85,1,2752.08
262,157,272,1,40752.55
263,157,171,1,4211.48
264,157,114,1,4669.38
265,157,249,1,47884.15
266,158,207,2,15159.5
267,159,214,4,31120.98
268,160,148,3,47592.56
269,161,16,1,5367.87
270,161,167,2,21929.44
271,162,232,2,5287.69
272,163,244,2,69947.19
273,163,23,1,752.09
274,163,84,1,20774.18
275,164,217,1,3781.57
276,164,28,1,424.68
277,164,264,2,1824.04
278,165,205,2,9260.66
279,166,236,1,2093.6
280,167,92,1,60838.99
281,167,183,1,8176.76
282,168,90,1,15616.09
283,168,37,1,48205.74
284,169,38,1,1686.8
285,169,51,1,710.34
286,170,286,2,1744.68
287,171,28,1,408.86
288,172,251,1,1053.43
289,172,159,2,40976.4
290,173,220,1,645.98
291,174,200,1,969.58
292,174,163,2,1827.53
293,175,277,1,7892.19
294,176,9,1,7892.07
295,177,155,3,5522.73
296,178,292,2,1012.77
297,178,183,1,6907.86
298,179,59,1,6959.57
299,180,74,1,18283.46
300,181,215,1,5887.92
301,182,188,1,76522.11
302,182,165,1,7637.15
303,182,13,1,947.43
304,183,85,3,2888.78
305,184,134,1,2822.89
306,184,137,3,1545.57
307,184,179,1,1422.06
308,185,173,1,26762.29
309,185,140,2,9651.12
310,185,211,1,4207.46
311,186,199,2,1773.64
312,187,224,1,4128.6
313,187,94,1,1632.13
314,187,11,2,955.29
315,188,300,1,1065.1
316,189,262,2,5580.7
317,189,76,1,2774.34
318,190,216,2,64890.24
319,191,96,1,54974.98
320,191,235,1,35514.44
321,192,50,1,42435.67
322,192,105,2,10288.51
323,193,164,2,12891.29
324,194,209,1,2151.83
325,195,87,1,39802.94
326,196,184,1,4666.4
327,197,124,2,5263.1
328,197,102,1,2826.83
329,198,249,4,46050.9
330,198,51,1,673.57
331,199,219,1,1410.87
332,200,175,1,6431.03
333,201,203,3,5925.56
334,201,231,1,14127.71
335,201,243,1,11058.49
336,201,104,2,11469.97
337,202,122,1,19070.45
338,203,261,1,1544.05
339,203,158,1,59534.25
340,204,261,2,1516.96
341,205,296,2,2412.08
342,205,229,2,44539.11
343,206,248,1,711.87
344,206,39,1,7181.47
345,207,225,3,4847.45
346,208,154,1,41483.87
347,208,160,1,2834.73
348,209,295,1,5280.91
349,210,78,2,3718.33
350,211,78,2,3978.49
351,211,58,1,5998.13
352,212,11,1,1128.27
353,212,51,1,767.15
354,213,156,3,5578.66
355,213,110,2,7389.61
356,214,80,3,81992.87
357,214,299,1,1001.95
358,215,223,1,5497.05
359,216,58,1,6349.53
360,217,283,1,1287.64
361,218,192,1,12460.09
362,219,130,2,35107.96
363,220,110,1,7444.3
364,220,240,1,8653.65
365,220,130,2,37326.01
366,221,215,1,5481.21
367,222,143,3,1787.5
368,223,202,1,23931.08
369,223,227,1,2208.93
370,224,10,1,71159.44
371,224,38,1,1545.62
372,225,218,3,2454.11
373,225,88,2,60638.54
374,226,234,1,14014.84
375,226,114,1,5353.36
376,227,23,1,733.35
377,228,132,2,17404.93
378,229,273,1,1296.2
379,229,296,1,2484.81
380,229,139,2,3247.87
381,230,197,1,987.26
382,230,232,1,5432.14
383,230,124,1,5300.9
384,231,210,2,16624.6
385,231,263,1,1211.17
386,231,240,3,9164.29
387,232,168,1,6770.67
388,232,7,1,451.42
389,232,213,1,5575.85
390,233,193,2,19528.43
391,234,143,1,1813.57
392,235,96,1,50340.01
393,235,140,1,10582.89
394,236,113,1,1608.2
395,236,43,1,1185.11
396,237,41,1,8695.71
397,238,99,1,17613.82
398,238,172,2,19413.21
399,239,6,1,39356.69
400,239,217,2,3497.72
401,239,9,1,9053.77
402,239,74,1,17398.49
403,240,275,3,1075.73
404,241,47,1,5428.79
405,242,73,3,464.36
406,243,286,3,1648.06
407,244,22,1,4105.54
408,244,73,1,428.34
409,245,167,1,22225.38
410,245,99,1,18178.23
411,246,177,1,5105.31
412,247,265,2,9058.13
413,247,138,4,72337.87
414,247,126,1,970.99
415,248,93,1,4189.26
416,249,100,4,8286.45
417,249,174,1,7386.21
418,250,21,1,21542.8
419,250,44,1,16649.17
420,251,237,2,4655.38
421,251,133,1,5474.81
422,251,221,1,1300.92
423,252,257,1,3936.62
424,253,82,1,4745.83
425,253,114,1,4765.43
426,254,183,1,7444.25
427,254,209,1,2030.78
428,255,18,1,1573.35
429,255,170,1,40457.75
430,255,70,1,2355.88
431,256,137,1,1717.64
432,256,244,1,70274.71
433,257,47,1,5656.08
434,257,285,1,337.23
435,257,103,2,1829.08
436,258,232,3,5592.04
437,259,55,1,637.23
438,260,217,2,3799.61
439,261,253,1,20066.65
440,262,201,1,6264.89
441,262,280,3,26817.47
442,262,23,3,750.29
443,263,275,1,1201.59
444,264,167,2,22399.73
445,265,75,1,36827.55
446,265,203,1,5685.64
447,266,147,1,16818.11
448,267,229,1,52118.21
449,268,220,1,635.96
450,268,214,2,30461.74
451,269,253,1,22331.04
452,269,99,1,17273.16
453,269,70,1,2290.1
454,270,174,1,7882.67
455,271,70,1,2412.89
456,271,243,1,10984.84
457,272,274,1,75363.58
458,272,149,3,4938.3
459,273,238,1,1537.72
460,274,124,2,4997.15
461,274,264,1,1748.95
462,275,28,1,421.79
463,276,296,1,2663.04
464,276,165,2,7907.86
465,276,288,1,1083.16
466,277,213,1,5066.44
467,277,219,1,1381.83
468,278,107,2,5221.34
469,279,200,2,970.69
470,280,226,2,6426.34
471,281,221,1,1373.85
472,281,299,1,1061.99
473,281,17,1,283.27
474,281,63,1,2037.37
475,282,130,1,38012.53
476,282,187,1,1006.11
477,282,177,2,5179.3
478,283,101,1,409.5
479,283,41,1,7756.37
480,283,73,1,477.51
481,284,234,1,14578.01
482,285,168,1,7052.48
483,285,5,1,75605.34
484,285,116,1,44002.31
485,286,120,1,3426.38
486,286,186,1,2741.33
487,287,244,1,66182.38
488,288,199,1,1681.86
489,289,298,1,236.31
490,290,124,2,5329.48
491,291,247,1,5224.63
492,292,5,4,76783.28
493,293,92,1,57807.04
494,293,274,1,66417.4
495,294,17,2,293.21
496,295,289,1,4126.28
497,296,155,1,5075.29
498,296,83,1,5671.82
499,297,8,1,2970.18
500,297,259,3,30272.07
501,298,53,2,44530.37
502,299,274,3,71327.62
503,299,298,1,244.98
504,299,67,1,5242.05
505,300,210,1,14519.31
506,301,146,2,1126.96
507,302,173,1,26701.71
508,303,25,1,2437.71
509,304,133,1,4772.4
510,305,134,3,3036.6
511,305,168,2,7479.59
512,305,92,2,61555.46
513,306,131,2,3518.62
514,306,49,2,13950.14
515,306,99,1,17096.39
516,307,167,1,25096.18
517,308,187,1,1104.21
518,309,39,1,7068.16
519,310,184,1,4671.79
520,310,106,1,40050.67
521,311,73,1,456.92
522,311,259,2,29393.15
523,311,234,1,14280.16
524,312,204,1,69388.53
525,313,127,3,36614.78
526,313,242,2,7805.56
527,313,125,2,1190.24
528,314,70,1,2285.19
529,315,144,2,4637.66
530,315,169,1,6815.46
531,316,187,1,1109.24
532,317,88,1,59001.34
533,317,165,1,7358.18
534,318,136,3,529.44
535,318,72,2,5703.37
536,319,183,1,8046.79
537,319,93,2,4529.76
538,320,115,1,1607.11
539,320,290,1,2476.13
540,321,159,1,44695.41
541,322,165,1,7894.21
542,323,177,1,5673.92
543,323,41,3,7770.49
544,324,39,2,7391.02
545,324,129,3,44139.91
546,325,7,1,412.44
547,325,89,1,1704.03
548,325,27,1,3671.22
549,326,190,1,17236.3
550,326,265,2,9047.63
551,327,10,1,65411.87
552,328,296,1,2574.3
553,328,145,2,498.52
554,329,44,2,18564.11
555,329,95,2,2211.11
556,330,106,2,35189.43
557,331,105,1,9878.24
558,332,100,1,7378.89
559,333,289,3,4622.83
560,334,179,2,1358.14
561,334,54,1,14027.42
562,334,93,1,4423.54
563,335,105,1,10622.5
564,335,287,1,1071.34
565,336,262,1,5626.61
566,336,55,2,635.01
567,336,212,1,9329.08
568,337,145,1,586.95
569,337,67,1,5218.25
570,337,67,1,5539.02
571,338,197,1,980.29
572,338,121,1,70944.26
573,338,5,3,73729.97
574,339,61,1,4237.23
575,339,1,2,425.4
576,340,27,1,3306.53
577,341,54,4,15293.0
578,342,271,2,17452.63
579,342,102,3,2754.98
580,343,175,3,6851.2
581,344,275,1,1166.84
582,345,202,1,24322.82
583,345,286,1,1792.79
584,345,122,1,19791.54
585,346,10,1,61944.73
586,346,48,1,931.26
587,347,282,1,899.22
588,348,291,1,7888.46
589,348,183,2,6862.3
590,349,102,2,2614.82
591,349,47,2,5427.05
592,350,222,1,9251.26
593,350,112,3,5798.73
594,350,272,1,38810.0
595,351,208,1,7798.02
596,351,169,1,7190.53
597,352,252,1,8365.28
598,353,124,1,5329.04
599,353,191,4,44885.74
600,354,77,2,1329.98
601,354,297,1,4065.65
602,355,16,1,5685.27
603,356,72,1,5495.56
604,356,22,1,4156.19
605,357,285,3,367.41
606,357,202,1,26902.79
607,358,78,1,3738.76
608,358,277,1,8090.42
609,358,220,2,584.62
610,359,228,1,48108.06
611,359,160,2,2739.43
612,359,93,1,4857.61
613,360,280,1,29867.82
614,361,35,1,42480.01
615,362,71,2,5074.2
616,363,61,1,4348.67
617,364,229,1,47804.98
618,365,258,1,5680.97
619,365,253,1,19482.28
620,366,76,1,2694.53
621,367,162,1,38390.54
622,367,163,1,2007.55
623,368,290,1,2522.55
624,369,299,1,1079.27
625,370,96,1,50983.68
626,371,300,1,1038.06
627,372,268,1,15809.95
628,373,65,1,1183.2
629,373,221,1,1366.48
630,373,288,1,1169.67
631,374,77,1,1199.43
632,375,93,1,4635.09
633,375,265,1,8412.34
634,375,250,1,4269.93
635,376,245,2,1104.12
636,377,71,1,5175.97
637,378,78,1,3892.62
638,378,12,2,32254.83
639,378,218,3,2135.58
640,379,242,1,8145.93
641,380,245,1,1206.24
642,381,137,2,1695.69
643,382,26,1,2397.87
644,382,296,2,2611.72
645,382,260,1,21869.23
646,383,107,1,5737.6
647,384,219,1,1518.15
648,385,110,1,6558.25
649,385,257,1,4280.19
650,385,170,1,42618.83
651,386,300,2,930.65
652,386,239,1,7805.09
653,387,195,2,2888.58
654,387,7,2,408.33
655,388,132,1,15614.92
656,389,191,2,45652.17
657,389,151,1,2684.05
658,390,73,1,419.85
659,390,180,1,17775.43
660,391,68,1,46067.65
661,392,287,1,1229.11
662,392,27,1,3535.41
663,393,81,1,4149.55
664,393,3,1,6623.14
665,393,64,1,1544.4
666,394,92,1,63907.59
667,395,284,1,6059.29
668,396,195,1,2551.53
669,397,45,1,563.91
670,397,129,1,47645.53
671,398,46,2,1652.82
672,398,35,3,45196.77
673,399,177,1,5041.63
674,400,148,3,47029.88
675,401,53,1,49118.1
676,402,247,1,4737.87
677,403,293,1,1090.79
678,403,251,1,1024.72
679,404,265,1,9249.65
680,405,175,1,6865.52
681,406,70,2,2633.02
682,407,166,1,57928.97
683,408,57,1,45313.5
684,408,110,2,7477.2
685,409,120,1,3482.2
686,409,147,1,17720.99
687,410,245,3,1239.08
688,410,232,4,5513.45
689,411,204,1,68457.42
690,412,130,1,39083.8
691,412,11,2,1118.41
692,413,253,1,19135.15
693,414,59,1,6519.44
694,415,185,1,2542.19
695,415,44,2,17651.87
696,416,123,1,4069.62
697,417,50,1,37470.02
698,418,277,1,9365.92
699,419,122,1,17711.15
700,419,267,1,3056.52
701,420,133,1,5030.12
702,421,120,2,3172.55
703,421,114,1,4682.31
704,421,223,1,5049.92
705,422,232,1,5896.4
706,423,279,2,813.65
707,424,17,1,287.35
708,424,177,1,5097.55
709,425,74,1,20299.21
710,425,282,1,1005.76
711,426,78,2,3902.48
712,426,24,1,19549.57
713,427,109,1,11779.14
714,428,282,1,930.93
715,428,179,3,1242.04
716,429,205,1,9093.82
717,429,180,1,15150.28
718,430,48,1,893.5
719,430,273,2,1412.98
720,430,37,3,46909.84
721,430,93,3,4175.17
722,431,220,1,674.42
723,431,279,1,889.07
724,432,75,1,37743.89
725,433,289,1,4101.18
726,433,11,2,1063.35
727,434,152,3,6914.77
728,435,61,1,4078.41
729,435,264,1,1657.93
730,436,32,1,2634.39
731,436,174,2,7762.47
732,437,52,3,1532.71
733,438,32,2,2812.37
734,439,159,1,44314.47
735,440,84,1,20924.34
736,441,160,1,3002.92
737,442,89,2,1670.36
738,442,135,2,3034.08
739,443,64,1,1732.95
740,444,225,1,4788.86
741,445,272,1,37361.35
742,445,5,1,72075.84
743,445,127,1,36699.81
744,446,267,1,3146.97
745,447,283,1,1289.86
746,447,297,1,3942.47
747,447,23,2,669.65
748,448,284,1,6731.6
749,449,24,2,19487.88
750,449,80,3,79794.91
751,449,141,1,4169.81
752,450,264,1,1570.75
753,450,131,1,3638.15
754,451,223,2,5274.6
755,452,171,1,4218.05
756,453,146,1,990.0
757,454,34,2,1874.84
758,455,297,1,4579.68
759,456,28,1,387.55
760,456,69,1,6020.77
761,457,257,3,4094.92
762,457,176,1,65072.74
763,458,96,1,50772.6
764,459,65,2,1109.54
765,459,45,2,543.85
766,460,77,1,1334.67
767,461,241,1,682.32
768,462,250,3,3732.68
769,463,203,1,6127.11
770,464,191,3,44582.39
771,465,87,4,38486.43
772,466,215,1,5378.54
773,467,284,2,6565.36
774,467,108,3,36434.58
775,467,167,1,24700.69
776,468,277,1,8277.82
777,468,45,1,560.26
778,469,137,2,1690.36
779,469,214,2,30866.48
780,469,99,1,16795.36
781,470,26,1,2453.41
782,471,56,1,9655.42
783,471,265,1,9948.07
784,471,80,1,70284.82
785,472,262,1,5261.12
786,473,237,1,5032.97
787,474,188,2,71646.29
788,475,100,3,7511.54
789,476,126,2,995.35
790,477,97,1,5124.26
791,477,114,1,4555.93
792,478,117,1,1759.27
793,478,119,1,5562.85
794,479,99,1,15982.85
795,480,118,2,5976.28
796,480,157,1,4463.38
797,481,159,1,40842.16
798,482,294,1,1127.23
799,483,51,1,711.56
800,484,285,1,373.58
801,485,255,1,52111.59
802,486,281,2,6322.84
803,487,241,1,697.39
804,488,181,1,13979.75
805,488,128,3,5826.97
806,488,296,2,2323.1
807,489,249,2,42230.58
808,489,110,4,6982.21
809,489,86,1,3802.89
810,490,60,3,33925.21
811,490,207,1,14626.87
812,490,272,1,44486.13
813,490,265,1,9878.78
814,491,246,3,381.16
815,492,255,1,47680.46
816,493,117,1,1954.45
817,493,241,1,722.53
818,494,73,1,479.36
819,494,169,4,6919.27
820,495,111,2,6414.6
821,496,76,1,2654.58
822,496,130,1,38525.71
823,497,228,3,41392.82
824,497,251,1,1017.25
825,497,179,1,1393.0
826,497,117,1,1962.05
827,498,191,1,47513.64
828,499,145,3,535.82
829,499,104,2,10745.97
830,499,56,1,9914.05
831,500,137,2,1586.66
832,501,220,2,576.18
833,502,173,1,28093.6
834,503,189,1,20120.83
835,503,227,1,2377.16
836,504,45,2,638.55
837,505,250,3,3831.73
838,505,85,3,2907.26
839,506,83,1,5665.27
840,507,94,1,1637.57
841,508,234,1,14824.02
842,508,185,3,2638.04
843,509,17,2,288.18
844,510,7,2,413.3
845,510,205,1,8096.87
846,511,176,1,59675.76
847,511,103,2,2012.15
848,511,78,1,3894.13
849,511,224,1,3938.89
850,512,273,1,1374.33
851,512,262,1,5541.36
852,512,247,3,4714.17
853,513,10,2,71586.79
854,513,168,3,6558.74
855,513,85,1,2606.05
856,513,90,1,16780.41
857,514,264,1,1612.23
858,515,80,1,79934.45
859,516,202,1,25396.23
860,516,18,1,1509.81
861,517,219,1,1452.08
862,517,115,1,1570.63
863,517,34,3,1958.24
864,518,45,1,643.97
865,519,110,1,7359.42
866,519,189,2,18916.1
867,519,249,2,47079.18
868,519,259,1,25650.37
869,520,246,1,391.38
870,521,24,1,17661.01
871,521,239,2,7007.02
872,522,269,1,6775.98
873,522,184,1,4689.98
874,523,122,3,18704.39
875,524,251,2,1058.4
876,525,9,1,8990.98
877,526,3,2,6811.09
878,526,26,1,2428.0
879,527,211,3,4285.54
880,527,1,1,418.31
881,528,29,1,37107.87
882,529,178,1,12916.49
883,529,176,4,63036.94
884,530,81,1,4060.25
885,530,253,1,21748.48
886,531,141,3,4122.73
887,532,186,1,2983.13
888,533,219,1,1417.23
889,534,208,1,6662.64
890,535,126,1,944.83
891,535,170,1,38963.75
892,535,60,1,35336.44
893,536,200,2,942.43
894,536,252,4,7237.87
895,536,203,1,5821.83
896,537,62,1,14607.03
897,537,292,3,1059.03
898,538,218,1,2480.53
899,539,285,3,382.66
900,539,207,1,15045.75
901,540,199,1,1735.64
902,541,241,2,741.12
903,542,256,1,1692.83
904,542,134,1,2751.84
905,542,193,1,16769.83
906,542,279,1,809.34
907,543,234,1,15566.98
908,543,37,1,45175.84
909,543,273,1,1365.33
910,544,161,2,5735.98
911,544,53,3,44491.78
912,544,213,3,5164.54
913,545,292,1,1058.48
914,546,260,2,21398.74
915,547,49,3,11941.24
916,547,195,1,2790.76
917,548,50,2,41095.01
918,549,199,1,1707.38
919,549,143,2,1650.16
920,550,289,1,4813.57
921,551,7,1,411.69
922,551,124,3,5612.71
923,551,234,1,13347.94
924,552,161,3,5560.75
925,553,146,2,1057.65
926,554,203,1,5294.56
927,554,89,2,1775.43
928,554,81,3,3867.24
929,555,107,1,5531.9
930,555,117,2,1906.33
931,556,75,3,40181.6
932,557,207,1,15785.1
933,557,106,3,41318.15
934,557,119,1,5329.08
935,557,55,2,642.56
936,558,273,1,1292.08
937,558,42,1,4555.45
938,559,171,1,4258.6
939,559,282,4,950.59
940,560,209,2,2193.82
941,561,294,2,1246.09
942,561,49,3,13528.15
943,561,147,2,17393.12
944,562,292,1,1021.85
945,562,21,4,20915.96
946,563,299,1,1046.68
947,563,31,3,5088.46
948,564,201,2,5847.27
949,564,244,1,75769.11
950,564,63,2,1796.84
951,565,251,1,1114.61
952,566,163,1,1899.98
953,566,190,1,16869.21
954,567,30,4,4644.09
955,567,20,1,706.76
956,567,17,2,289.89
957,568,103,2,1945.71
958,569,91,2,5134.11
959,569,189,1,18364.8
960,570,67,1,5104.05
961,570,134,2,2914.58
962,570,288,1,1113.71
963,571,291,2,7190.36
964,571,225,1,5290.57
965,572,172,2,19605.59
966,573,215,2,5929.59
967,574,218,2,2174.04
968,575,229,1,45911.86
969,576,114,2,4576.23
970,576,108,1,40237.78
971,577,171,1,4440.62
972,577,299,1,1114.65
973,578,208,1,7861.28
974,578,175,1,6012.67
975,579,291,1,8413.15
976,580,63,2,2024.96
977,580,233,2,6147.98
978,581,203,1,5629.74
979,581,79,4,2617.54
980,581,166,1,52462.67
981,582,160,1,2804.96
982,582,183,2,7908.63
983,582,285,2,358.23
984,583,81,1,3746.61
985,583,123,2,4237.05
986,584,176,2,65909.05
987,585,27,1,3179.22
988,585,23,2,677.03
989,585,125,1,1150.04
990,586,245,1,1181.56
991,586,110,1,6693.45
992,586,182,1,45231.74
993,587,229,1,44373.13
994,587,199,1,1679.42
995,587,178,2,12517.13
996,588,173,1,26634.35
997,588,159,1,39841.91
998,589,297,2,4209.01
999,590,120,4,3424.48
1000,591,25,1,2217.63
1001,592,264,1,1589.47
1002,593,141,2,4235.19
1003,594,295,2,4967.06
1004,594,202,1,24872.71
1005,594,175,2,6634.79
1006,595,181,2,15616.11
1007,596,108,2,38058.02
1008,597,217,1,3433.01
1009,597,93,2,4503.12
1010,598,295,1,5481.07
1011,599,179,2,1392.48
1012,600,146,1,1114.77
1013,600,78,1,4338.92
1014,601,240,2,9152.26
1015,602,139,3,3265.92
1016,603,150,2,1605.17
1017,603,47,1,5291.08
1018,604,223,2,5463.99
1019,605,21,1,22764.98
1020,606,150,1,1675.46
1021,606,235,1,36084.02
1022,607,136,3,531.27
1023,607,47,1,5333.69
1024,607,290,1,2611.47
1025,607,11,3,1071.69
1026,608,206,1,7737.84
1027,609,1,1,475.22
1028,610,205,1,8631.64
1029,610,291,1,8040.39
1030,611,156,2,6228.15
1031,611,3,1,7011.13
1032,612,21,1,21113.68
1033,612,70,3,2534.58
1034,613,108,1,38947.11
1035,613,266,2,3584.11
1036,614,15,4,63383.66
1037,614,154,1,37677.37
1038,614,223,1,5734.9
1039,615,200,2,1059.2
1040,616,240,1,8313.98
1041,616,206,1,7334.35
1042,616,10,2,63868.11
1043,617,267,2,3058.07
1044,618,150,1,1515.64
1045,618,148,1,46893.83
1046,618,271,2,15921.19
1047,619,231,1,14947.35
1048,619,32,1,2868.53
1049,620,91,1,4365.77
1050,620,108,1,36663.53
1051,621,286,1,1849.47
1052,622,36,2,2569.22
1053,622,143,3,1816.05
1054,623,150,2,1462.15
1055,624,55,1,660.23
1056,625,160,2,2888.67
1057,625,70,1,2534.17
1058,626,118,1,5821.87
1059,627,237,1,4452.12
1060,628,252,1,8400.7
1061,629,11,1,1109.11
1062,629,123,3,4090.89
1063,629,6,1,36435.04
1064,630,33,2,1105.65
1065,631,8,1,2713.11
1066,631,240,1,8966.2
1067,632,159,2,41285.17
1068,632,64,2,1698.29
1069,632,142,1,13639.98
1070,632,218,1,2329.22
1071,633,85,1,2759.62
1072,634,131,1,3261.49
1073,635,43,2,1165.97
1074,635,66,1,1457.88
1075,635,66,1,1493.4
1076,636,30,1,4975.07
